OBJECTID,scientific,family,date,OBJECTID_1,gno,Shape_Length,Shape_Area,geometry
4746,Aeromachus jhora,Hesperiidae,2024-5-7,457747,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4747,Aeromachus jhora,Hesperiidae,2024-5-7,457748,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4748,Hebomoia glaucippe,Pieridae,2024-5-7,457749,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4749,Euploea midamus,Nymphalidae,2024-4-9,457750,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4750,Hebomoia glaucippe,Pieridae,2024-4-7,457751,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4751,Hebomoia glaucippe,Pieridae,2024-4-3,457752,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4752,Cupha erymanthis,Nymphalidae,2024-4-3,457753,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4753,Ideopsis similis,Nymphalidae,2024-1-9,457754,2811,0.03745984029724466,8.759069176209462e-05,"[[[113.912383647, 22.22848137, 0], [113.91240058, 22.219450768, 0], [113.922099556, 22.21946624, 0], [113.922083245, 22.228496849, 0], [113.912383647, 22.22848137, 0]]]"
4754,Ideopsis similis,Nymphalidae,2024-1-5,457755,2556,0.03746509625168228,8.761445267159486e-05,"[[[114.154869752, 22.264817532, 0], [114.154871161, 22.255786873, 0], [114.164572738, 22.255787894, 0], [114.164571952, 22.264818554, 0], [114.154869752, 22.264817532, 0]]]"
4755,Ideopsis similis,Nymphalidae,2024-1-5,457756,2555,0.03746509360231682,8.761444008601546e-05,"[[[114.145167553, 22.264815931, 0], [114.145169584, 22.255785273, 0], [114.154871161, 22.255786873, 0], [114.154869752, 22.264817532, 0], [114.145167553, 22.264815931, 0]]]"
4756,Tirumala limniace,Nymphalidae,2024-1-3,457757,2701,0.03746264582092669,8.760340097696052e-05,"[[[114.203377347, 22.246755518, 0], [114.203375646, 22.237724839, 0], [114.213075979, 22.237722966, 0], [114.213078302, 22.246753644, 0], [114.203377347, 22.246755518, 0]]]"
4757,Tirumala limniace,Nymphalidae,2024-1-3,457758,2701,0.03746264582092669,8.760340097696052e-05,"[[[114.203377347, 22.246755518, 0], [114.203375646, 22.237724839, 0], [114.213075979, 22.237722966, 0], [114.213078302, 22.246753644, 0], [114.203377347, 22.246755518, 0]]]"
4758,Tirumala limniace,Nymphalidae,2024-1-3,457759,2701,0.03746264582092669,8.760340097696052e-05,"[[[114.203377347, 22.246755518, 0], [114.203375646, 22.237724839, 0], [114.213075979, 22.237722966, 0], [114.213078302, 22.246753644, 0], [114.203377347, 22.246755518, 0]]]"
4759,Ideopsis similis,Nymphalidae,2024-1-3,457760,2701,0.03746264582092669,8.760340097696052e-05,"[[[114.203377347, 22.246755518, 0], [114.203375646, 22.237724839, 0], [114.213075979, 22.237722966, 0], [114.213078302, 22.246753644, 0], [114.203377347, 22.246755518, 0]]]"
4760,Ideopsis similis,Nymphalidae,2024-1-3,457761,2701,0.03746264582092669,8.760340097696052e-05,"[[[114.203377347, 22.246755518, 0], [114.203375646, 22.237724839, 0], [114.213075979, 22.237722966, 0], [114.213078302, 22.246753644, 0], [114.203377347, 22.246755518, 0]]]"
4761,Ideopsis similis,Nymphalidae,2024-1-3,457762,2701,0.03746264582092669,8.760340097696052e-05,"[[[114.203377347, 22.246755518, 0], [114.203375646, 22.237724839, 0], [114.213075979, 22.237722966, 0], [114.213078302, 22.246753644, 0], [114.203377347, 22.246755518, 0]]]"
4762,Neptis hylas,Nymphalidae,2024-2-29,457763,1226,0.037488481256589795,8.771991354733121e-05,"[[[114.154842847, 22.436398154, 0], [114.15484427, 22.427367685, 0], [114.164557727, 22.427368716, 0], [114.164556933, 22.436399185, 0], [114.154842847, 22.436398154, 0]]]"
4763,Neptis hylas,Nymphalidae,2024-2-29,457764,1296,0.03748724325629465,8.771433017116967e-05,"[[[114.15484427, 22.427367685, 0], [114.154845692, 22.418337207, 0], [114.164558521, 22.418338237, 0], [114.164557727, 22.427368716, 0], [114.15484427, 22.427367685, 0]]]"
4764,Neptis hylas,Nymphalidae,2024-3-12,457765,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4765,Neptis hylas,Nymphalidae,2024-3-19,457766,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4766,Charaxes bernardus,Nymphalidae,2024-4-24,457767,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4767,Charaxes bernardus,Nymphalidae,2024-4-14,457768,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4768,Odontoptilum angulatum,Hesperiidae,2024-4-16,457769,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4769,Polyura athamas,Nymphalidae,2024-4-16,457770,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4770,Jamides alecto,Lycaenidae,2024-4-16,457771,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4771,Neptis hylas,Nymphalidae,2024-4-16,457772,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4772,Charaxes bernardus,Nymphalidae,2024-4-16,457773,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4773,Neptis hylas,Nymphalidae,2024-3-19,457774,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4774,Odontoptilum angulatum,Hesperiidae,2024-3-19,457775,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4775,Neptis hylas,Nymphalidae,2024-3-19,457776,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4776,Symbrenthia lilaea,Nymphalidae,2024-5-3,457777,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4777,Spindasis lohita,Lycaenidae,2024-4-7,457778,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4778,Odontoptilum angulatum,Hesperiidae,2024-4-7,457779,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4779,Odontoptilum angulatum,Hesperiidae,2024-4-7,457780,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4780,Charaxes bernardus,Nymphalidae,2024-4-6,457781,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4781,Odontoptilum angulatum,Hesperiidae,2024-4-3,457782,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4782,Lexias pardalis,Nymphalidae,2024-4-2,457783,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4783,Euthalia phemius,Nymphalidae,2024-1-9,457784,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4784,Syntarucus plinius,Lycaenidae,2024-2-28,457785,466,0.037502092415524074,8.778128971150746e-05,"[[[114.252037323, 22.535716584, 0], [114.252032435, 22.526686233, 0], [114.261752812, 22.526681399, 0], [114.261758333, 22.535711748, 0], [114.252037323, 22.535716584, 0]]]"
4785,Syntarucus plinius,Lycaenidae,2024-2-28,457786,466,0.037502092415524074,8.778128971150746e-05,"[[[114.252037323, 22.535716584, 0], [114.252032435, 22.526686233, 0], [114.261752812, 22.526681399, 0], [114.261758333, 22.535711748, 0], [114.252037323, 22.535716584, 0]]]"
4786,Syntarucus plinius,Lycaenidae,2024-1-15,457787,2138,0.03747245801513494,8.764765326767125e-05,"[[[114.174273168, 22.319002746, 0], [114.174273332, 22.309972146, 0], [114.183978649, 22.309972008, 0], [114.183979109, 22.319002608, 0], [114.174273168, 22.319002746, 0]]]"
4787,Hestina assimilis,Nymphalidae,2024-3-24,457788,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4788,Graphium sarpedon,Papilionidae,2024-3-24,457789,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4789,Graphium sarpedon,Papilionidae,2024-3-12,457790,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4790,Graphium sarpedon,Papilionidae,2024-3-12,457791,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4791,Graphium sarpedon,Papilionidae,2024-3-12,457792,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4792,Graphium sarpedon,Papilionidae,2024-2-20,457793,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4793,Graphium sarpedon,Papilionidae,2024-2-2,457794,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4794,Pieris canidia,Pieridae,2024-2-1,457795,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4795,Graphium sarpedon,Papilionidae,2024-2-27,457796,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4796,Graphium sarpedon,Papilionidae,2024-3-12,457797,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4797,Cyrestis thyodamas,Nymphalidae,2024-3-5,457798,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4798,Graphium sarpedon,Papilionidae,2024-3-5,457799,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4799,Papilio xuthus,Papilionidae,2024-3-5,457800,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4800,Graphium sarpedon,Papilionidae,2024-3-4,457801,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4801,Rachana jalindra,Lycaenidae,2024-3-28,457802,1374,0.037485993072366136,8.770869011792722e-05,"[[[114.232548319, 22.418329099, 0], [114.232544718, 22.409298613, 0], [114.242256914, 22.409294974, 0], [114.242261143, 22.418325458, 0], [114.232548319, 22.418329099, 0]]]"
4802,Pieris canidia,Pieridae,2024-3-7,457803,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4803,Nacaduba kurava,Lycaenidae,2024-3-7,457804,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4804,Catopsilia pomona,Pieridae,2024-3-12,457805,1363,0.03748599879754961,8.770871681347158e-05,"[[[114.125707211, 22.418330614, 0], [114.125710516, 22.409300128, 0], [114.135422714, 22.409302908, 0], [114.135420037, 22.418333395, 0], [114.125707211, 22.418330614, 0]]]"
4805,Graphium sarpedon,Papilionidae,2024-3-12,457806,1363,0.03748599879754961,8.770871681347158e-05,"[[[114.125707211, 22.418330614, 0], [114.125710516, 22.409300128, 0], [114.135422714, 22.409302908, 0], [114.135420037, 22.418333395, 0], [114.125707211, 22.418330614, 0]]]"
4806,Zizeeria maha,Lycaenidae,2024-3-12,457807,1362,0.03748599262707815,8.770868804526208e-05,"[[[114.115994387, 22.418327248, 0], [114.11599832, 22.409296764, 0], [114.125710516, 22.409300128, 0], [114.125707211, 22.418330614, 0], [114.115994387, 22.418327248, 0]]]"
4807,Catopsilia pomona,Pieridae,2024-3-12,457808,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4808,Graphium sarpedon,Papilionidae,2024-2-29,457809,1226,0.037488481256589795,8.771991354733121e-05,"[[[114.154842847, 22.436398154, 0], [114.15484427, 22.427367685, 0], [114.164557727, 22.427368716, 0], [114.164556933, 22.436399185, 0], [114.154842847, 22.436398154, 0]]]"
4809,Delias pasithoe,Pieridae,2024-2-22,457810,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4810,Parantica aglea,Nymphalidae,2024-2-20,457811,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4811,Graphium agamemnon,Papilionidae,2024-2-27,457812,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4812,Lampides boeticus,Lycaenidae,2024-2-27,457813,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4813,Parnara guttata,Hesperiidae,2024-3-12,457814,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4814,Delias pasithoe,Pieridae,2024-3-7,457815,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4815,Delias pasithoe,Pieridae,2024-3-7,457816,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
